Date,Client,Request,Result
2023-05-15 20:20:51,CN=Client,OU=ST9,O=Insegus,L=Sevilla,ST=Andalucia,C=ES,"{"sillas":"55","sillones":"88","signature":"p88c2w5nnoJWGv7sK6q7BrLfhvrgnQIHIaI47fAB+5HkCnwCKAvUOV5OJH6gblwdcIq6CVxqqxkugKLtkhP9HN30zyvYAdbwV\/SWmWlTcjZnLdOo7e6nXYY\/Tk6bqJ7LYZzuspBvNo1fK1HepTnu2HY73tCEzm+X24bZTxav+ag7mgygAVqo0tKopzx4R0Mfli4So1ddmaBpEBHVQYoYmVD9mfEs7bY7sfuYZHzHE7zzAsHFix0lxQUoxPSrOONwcSoXA8Nt9FTGayuAYtffZsPxxXF\/bDayhskUYCV3Den+oms7bvDOupFdbWh7JmkO2HS6Iv6UamoX9eF6rYEeDg=="}",Petición INCORRECTA
2023-05-15 20:20:57,CN=Client,OU=ST9,O=Insegus,L=Sevilla,ST=Andalucia,C=ES,"{"sillones":"88","signature":"NUmhlpDl0ixqlyc\/x0jkrIb9JnnszJlZYeojeZ4nzXhR9tiiPbOLa4RW9Nt3WDRM6Z6RnqqKUdjKnRQn3YoF0I5YjD0XoHRiKRis0mAxs0evNsIZiTcsiy2uipitiDaLtL3CI5Y3EIiPKymkvnef8JqrRBg6w7fqK6K8T9y58x9YegFZlGKrVxxmFbgBYusoZVLy8wC30wOArOCQVfdNV4f76Rthw4skG0cHOpZaGVeHSeH7RiT30nMP+a5kWPUpsw6v+cnNYdW\/2zZF3u9kHijUWYQKZSrKTL2fFIeoDpkSlq0CEYJwASVPuR43e+OdpFx4n4qrW7kWZd5zfeYlXA=="}",Petición OK
2023-05-15 20:21:03,CN=Client,OU=ST9,O=Insegus,L=Sevilla,ST=Andalucia,C=ES,"{"sillas":"55","signature":"V70dVTDHbUnTSF0ljHTRahQI+dSeEWffPZrJnxG3A8DsJkDvSFvE8aiGq0NJywppXdWesUBotCPhYEbwpFb20YSpiz95wQgoPcK+IYiUAnC2RgutkGbfyV5Yk+cPHYI8X0VJ\/kz8H32\/O+Mrs8xWTEblspZViZ2d\/0DAMHopiLaFjx\/0r7CNyyKIsctpLbJzqraY\/OQEHg25RKzlucN2fxqd2zpW0Ciqn7SDk6xp6\/xIRF8SBhZdF5xoLz1h+twUS3m9EJPMAqrCM0iiGvAA8e9FGhRLhCNnmF+AxpViCf7ZeYErR+zAshpBPS5rWKfmzwqZkNm2v+rGQAfIyJemWA=="}",Petición OK
2023-05-15 20:21:29,CN=Client,OU=ST9,O=Insegus,L=Sevilla,ST=Andalucia,C=ES,"{"camas":"33","mesas":"44","sabanas":"22","sillas":"55","signature":"onwNghWIqAsNZVFWV8zXSuVfzDKrvzUvnaDvdgHORiyd8ikq\/iH6yo9xYPLQhRTQZWq0S7W8tJtK8ZjK\/NmgVLGE53vTRmqdzbPGE1MnOKKIAKyiunsdzgyGhVRpS6HzgisFqDVg2O+Wv6lfFAAvvlO\/TrL9bpvtmNM4WxTemE5ZETXNz56qdlSQ53ZP04zdQ9kfjsh9JZ8BCAvlRlyRjIyzYc43S\/0olS3ELUuyVcf1lEgGCNte\/4lsicQmResN95bjW\/TotxF0BAEAsS0HUIuS5KTdIEOo5aSD0rgba4ekv2VOLXWHHa\/PWcO\/6JDQzv4Gv6ow8e6v68ByabyIUg=="}",Petición OK
2023-05-15 20:21:40,CN=Client,OU=ST9,O=Insegus,L=Sevilla,ST=Andalucia,C=ES,"{"camas":"33","mesas":"44","sabanas":"22","sillones":"88","signature":"jpkz\/KTpd6Ju7t5j3BN3WxduKXTx2To2VO2O4yG6EJ5AfL2PlUqjlc9Cd8vWlh59aiFKfJfrMjGanjii25HVpyLGfoEjrKc79dbG7bDHnk7r\/tkEfB\/lc9NIpjoyO08qRxG9mkvyo3SbyQkoAlvXWy1R7gIxX58wp6z6gv9CXJPMkwCiXz5AI\/xREedmpHhjvg\/kFgpuAtmRLMRQPnvR13nC5IgTVBipGoOunR9u+gJX8gZbZ1DWlJF5dT\/Ar0d0ag2jvWWw0GQzvI4sqxrZdPEa1vr+NNflDhBQNq7QcWg4aXj13F8ulBrIUPjRiRDZc2e92tpmUeqkRCsrSjIh\/g=="}",Petición INCORRECTA
2023-05-15 20:22:37,CN=Client,OU=ST9,O=Insegus,L=Sevilla,ST=Andalucia,C=ES,"{"camas":"33","mesas":"44","sabanas":"22","signature":"KGP5LaxL2NZ5d0Zf4XvQfkMvrk7say1NY3MiI+57qe9XISQTbN81TdSvlzFJPpKUxJ5tNbz1Oi6SFuqpLNnrMoc4oYKobIRpd4Y+HNjgPuSRJSVpEtfvvGHa++xHxXyJZWvp+ph+7UB8ifS4aygrdKXNqEVDjFzZbwx2UaUXG448nb\/eVgRthgjhD7K4tcWCY6JEhgscKhNbznK4xusGO9FIwUt1Q8ZorEDkNk1SCcrBP2ss\/3IMQVymmEXDq2DHMC98IIMXHptVm6wmP3ZwVPR4qQ8OfM8jXEbgpIxgxG54w\/Rr2TpESt\/e1L8+b73HKdwUtpTiE2WHX\/FTAq0PHA=="}",Petición OK
2023-05-15 20:23:01,CN=Client,OU=ST9,O=Insegus,L=Sevilla,ST=Andalucia,C=ES,"{"sillas":"55","sillones":"88","signature":"p88c2w5nnoJWGv7sK6q7BrLfhvrgnQIHIaI47fAB+5HkCnwCKAvUOV5OJH6gblwdcIq6CVxqqxkugKLtkhP9HN30zyvYAdbwV\/SWmWlTcjZnLdOo7e6nXYY\/Tk6bqJ7LYZzuspBvNo1fK1HepTnu2HY73tCEzm+X24bZTxav+ag7mgygAVqo0tKopzx4R0Mfli4So1ddmaBpEBHVQYoYmVD9mfEs7bY7sfuYZHzHE7zzAsHFix0lxQUoxPSrOONwcSoXA8Nt9FTGayuAYtffZsPxxXF\/bDayhskUYCV3Den+oms7bvDOupFdbWh7JmkO2HS6Iv6UamoX9eF6rYEeDg=="}",Petición INCORRECTA
2023-05-15 20:23:12,CN=Client,OU=ST9,O=Insegus,L=Sevilla,ST=Andalucia,C=ES,"{"mesas":"44","sillas":"55","signature":"YNquEvms6BhKSQbIRwEeoKtyCyIoNandRAvpIeloz0\/jvoVDG8nPBmxfTxNesLued3M8Rha2hG2xHFDbLj6wBSN0xZJP2kGUaDYikG03cIIwPAcGijOrc0vxKzl2HPFmhGaGPIHTTYPEKojvtD2Z1WNe8en4lCTAzdfAEozj\/Lro0RJrDMieOtxtF7oanm8rlkkUsi7gdaB8rwbF0p9yQQeAy1047Zmc1MWYPOWjMZRoNwNxG\/j9Ke5ltYClmeuWUZ1\/vh17g\/\/mRp6g7sQAr7pdz9j+cJl67Eo3i9ish4OzFP\/TKlah\/B5YORpWfJFgY3BH1ucn95BqI0\/tK9NO2Q=="}",Petición OK
2023-05-15 20:23:18,CN=Client,OU=ST9,O=Insegus,L=Sevilla,ST=Andalucia,C=ES,"{"mesas":"44","sillones":"88","signature":"SE8O9tj0tQVj0hPssqyJFcQFBb+0ZKhIo53AqQRvEb1yaqP9hyTbjNFw+teH2nGvgTEZpjPMA83voWfIp0un4luDmey7hu1cJ92WSmOkTJGUy\/4nhI+qUNb4zNnTDp7FXnQLtVBMkdpMt+hOytLWYAJx8OsMa8tTl8BnUzu0Q1OKviPwTt8zjfWqhPJgreTFI565EnsTeGw2EXZXDyZpt3BcQRICphUN9yXRKrUP3YojjBOnvEmERYWOw0S4r5ZkIpvp9R1qtDAJL2HBjphkpTxPOyCUvzd2\/z5hJheWVXClsLP6dgeyI6NR7QokM1hr5QBKDCmTTTlNzzdgb1mGDQ=="}",Petición OK
2023-05-15 20:23:38,CN=Client,OU=ST9,O=Insegus,L=Sevilla,ST=Andalucia,C=ES,"{"mesas":"44","sillas":"55","sillones":"88","signature":"YQvfUXOOQXtHmaNYmnJRqsyGtL7LdEEDz+8bJMaTieFeGX7YssJecC5XNVd7C8JREi2CUlDkpQB9AQqJ06jgfOKlOJl1W4QjFGai+6FyDDSEzepdWr9ALLvRxW+BYA0dWnRlH2vfhJPe66X\/fQENGawJL8MMmFC8kMhKlPXSiUQASAideHLQNTQRphz+0HNTi4zWUFwFJuGYnLr+QUL4giW2opFfQX+olZ0Er9tZYciQvTHQrEJ2u9Yd7fn5MbNNlrTl\/feW722Trfk2Z6+mkiTP28U0B6Tok4rbsCnK3SBBUhxAqGs3nnEzblL2C47slIYDIrw\/80AvT8o5bvQqHw=="}",Petición INCORRECTA
2023-05-15 20:29:14,CN=Client,OU=ST9,O=Insegus,L=Sevilla,ST=Andalucia,C=ES,"{"mesas":"44","sillas":"55","sillones":"88","signature":"YQvfUXOOQXtHmaNYmnJRqsyGtL7LdEEDz+8bJMaTieFeGX7YssJecC5XNVd7C8JREi2CUlDkpQB9AQqJ06jgfOKlOJl1W4QjFGai+6FyDDSEzepdWr9ALLvRxW+BYA0dWnRlH2vfhJPe66X\/fQENGawJL8MMmFC8kMhKlPXSiUQASAideHLQNTQRphz+0HNTi4zWUFwFJuGYnLr+QUL4giW2opFfQX+olZ0Er9tZYciQvTHQrEJ2u9Yd7fn5MbNNlrTl\/feW722Trfk2Z6+mkiTP28U0B6Tok4rbsCnK3SBBUhxAqGs3nnEzblL2C47slIYDIrw\/80AvT8o5bvQqHw=="}",Petición INCORRECTA
2023-05-15 20:31:46,CN=Client,OU=ST9,O=Insegus,L=Sevilla,ST=Andalucia,C=ES,"{"camas":"33","mesas":"44","sabanas":"22","sillas":"55","signature":"onwNghWIqAsNZVFWV8zXSuVfzDKrvzUvnaDvdgHORiyd8ikq\/iH6yo9xYPLQhRTQZWq0S7W8tJtK8ZjK\/NmgVLGE53vTRmqdzbPGE1MnOKKIAKyiunsdzgyGhVRpS6HzgisFqDVg2O+Wv6lfFAAvvlO\/TrL9bpvtmNM4WxTemE5ZETXNz56qdlSQ53ZP04zdQ9kfjsh9JZ8BCAvlRlyRjIyzYc43S\/0olS3ELUuyVcf1lEgGCNte\/4lsicQmResN95bjW\/TotxF0BAEAsS0HUIuS5KTdIEOo5aSD0rgba4ekv2VOLXWHHa\/PWcO\/6JDQzv4Gv6ow8e6v68ByabyIUg=="}",Petición OK
